Time(0.1s),J2_Torque(Nm),J3_Torque(Nm)
21.8,180.0000,-196.0000
21.9,180.0000,-196.0000
22.0,179.0000,-196.0000
22.1,180.0000,-196.0000
22.2,179.0000,-196.0000
22.3,180.0000,-196.0000
22.4,180.0000,-196.0000
22.5,180.0000,-196.0000
22.6,180.0000,-196.0000
22.7,179.0000,-196.0000
22.8,179.0000,-196.0000
22.9,180.0000,-196.0000
23.0,180.0000,-196.0000
23.1,180.0000,-196.0000
23.2,179.0000,-196.0000
23.3,180.0000,-196.0000
23.4,179.0000,-196.0000
23.5,180.0000,-196.0000
23.6,179.0000,-196.0000
23.7,179.0000,-196.0000
23.8,179.0000,-196.0000
23.9,179.0000,-196.0000
24.0,180.0000,-196.0000
24.1,180.0000,-196.0000
24.2,179.0000,-196.0000
24.3,179.0000,-196.0000
24.4,179.0000,-196.0000
24.5,179.0000,-196.0000
24.6,179.0000,-196.0000
24.7,180.0000,-196.0000
24.8,179.0000,-196.0000
24.9,180.0000,-196.0000
25.0,180.0000,-196.0000
25.1,179.0000,-196.0000
25.2,179.0000,-196.0000
25.3,180.0000,-196.0000
25.4,180.0000,-196.0000
25.5,179.0000,-196.0000
25.6,179.0000,-196.0000
25.7,179.0000,-196.0000
25.8,180.0000,-196.0000
25.9,180.0000,-196.0000
26.0,179.0000,-196.0000
26.1,180.0000,-196.0000
26.2,180.0000,-196.0000
26.3,180.0000,-196.0000
26.4,180.0000,-196.0000
26.5,180.0000,-196.0000
26.6,179.0000,-196.0000
26.7,179.0000,-196.0000
26.8,180.0000,-196.0000
26.9,180.0000,-196.0000
27.0,181.0000,-196.0000
27.1,180.0000,-196.0000
27.2,180.0000,-196.0000
27.3,180.0000,-196.0000
27.4,179.0000,-196.0000
27.5,179.0000,-196.0000
27.6,179.0000,-196.0000
27.7,180.0000,-196.0000
27.8,180.0000,-196.0000
27.9,180.0000,-196.0000
28.0,179.0000,-196.0000
28.1,180.0000,-196.0000
28.2,180.0000,-196.0000
28.3,180.0000,-196.0000
28.4,179.0000,-196.0000
28.5,180.0000,-196.0000
28.6,180.0000,-196.0000
28.7,180.0000,-196.0000
28.8,180.0000,-196.0000
28.9,180.0000,-196.0000
29.0,179.0000,-196.0000
29.1,180.0000,-196.0000
29.2,179.0000,-196.0000
29.3,179.0000,-196.0000
29.4,180.0000,-196.0000
29.5,180.0000,-196.0000
29.6,179.0000,-196.0000
29.7,179.0000,-196.0000
29.8,180.0000,-196.0000
29.9,179.0000,-196.0000
30.0,180.0000,-196.0000
30.1,180.0000,-196.0000
30.2,180.0000,-196.0000
30.3,180.0000,-196.0000
30.4,179.0000,-196.0000
30.5,180.0000,-196.0000
30.6,179.0000,-196.0000
30.7,179.0000,-196.0000
30.8,180.0000,-196.0000
30.9,180.0000,-196.0000
31.0,179.0000,-196.0000
31.1,180.0000,-196.0000
31.2,179.0000,-196.0000
31.3,179.0000,-196.0000
31.4,180.0000,-196.0000
31.5,179.0000,-196.0000
31.6,179.0000,-196.0000
31.7,181.0000,-196.0000
31.8,179.0000,-196.0000
31.9,179.0000,-196.0000
32.0,180.0000,-196.0000
32.1,180.0000,-196.0000
32.2,179.0000,-196.0000
32.3,179.0000,-196.0000
32.4,180.0000,-196.0000
32.5,180.0000,-196.0000
32.6,180.0000,-196.0000
32.7,179.0000,-196.0000
32.8,180.0000,-196.0000
32.9,180.0000,-196.0000
33.0,180.0000,-196.0000
33.1,179.0000,-196.0000
33.2,179.0000,-196.0000
33.3,180.0000,-196.0000
33.4,180.0000,-196.0000
33.5,179.0000,-196.0000
33.6,180.0000,-196.0000
33.7,180.0000,-196.0000
33.8,180.0000,-196.0000
33.9,180.0000,-196.0000
34.0,180.0000,-196.0000
34.1,180.0000,-196.0000
34.2,179.0000,-196.0000
34.3,180.0000,-196.0000
34.4,179.0000,-196.0000
34.5,180.0000,-196.0000
34.6,180.0000,-196.0000
34.7,180.0000,-196.0000
34.8,179.0000,-196.0000
34.9,179.0000,-196.0000
35.0,180.0000,-196.0000
35.1,179.0000,-196.0000
35.2,178.0000,-196.0000
35.3,179.0000,-196.0000
35.4,179.0000,-196.0000
35.5,178.0000,-196.0000
35.6,179.0000,-196.0000
35.7,180.0000,-196.0000
35.8,180.0000,-196.0000
35.9,179.0000,-196.0000
36.0,180.0000,-196.0000
36.1,180.0000,-196.0000
36.2,180.0000,-196.0000
36.3,179.0000,-196.0000
36.4,180.0000,-196.0000
36.5,180.0000,-196.0000
36.6,180.0000,-196.0000
36.7,180.0000,-196.0000
36.8,180.0000,-196.0000
36.9,179.0000,-196.0000
37.0,180.0000,-196.0000
37.1,179.0000,-196.0000
37.2,180.0000,-196.0000
37.3,180.0000,-196.0000
37.4,179.0000,-196.0000
37.5,179.0000,-196.0000
37.6,180.0000,-196.0000
37.7,180.0000,-196.0000
37.8,179.0000,-196.0000
37.9,180.0000,-196.0000
38.0,180.0000,-196.0000
38.1,179.0000,-196.0000
38.2,179.0000,-196.0000
38.3,180.0000,-196.0000
38.4,179.0000,-196.0000
38.5,179.0000,-196.0000
38.6,179.0000,-196.0000
38.7,179.0000,-196.0000
38.8,180.0000,-196.0000
38.9,179.0000,-196.0000
39.0,180.0000,-196.0000
39.1,180.0000,-196.0000
39.2,180.0000,-196.0000
39.3,180.0000,-196.0000
39.4,180.0000,-196.0000
39.5,179.0000,-196.0000
39.6,179.0000,-195.0000
39.7,180.0000,-195.0000
39.8,180.0000,-195.0000
39.9,180.0000,-196.0000
40.0,180.0000,-196.0000
40.1,180.0000,-196.0000
40.2,179.0000,-196.0000
40.3,180.0000,-196.0000
40.4,179.0000,-196.0000
40.5,179.0000,-196.0000
40.6,179.0000,-196.0000
40.7,180.0000,-196.0000
40.8,179.0000,-196.0000
40.9,179.0000,-196.0000
41.0,178.0000,-196.0000
41.1,180.0000,-196.0000
41.2,180.0000,-196.0000
41.3,179.0000,-196.0000
41.4,179.0000,-196.0000
41.5,179.0000,-196.0000
41.6,180.0000,-196.0000
41.7,179.0000,-196.0000
41.8,180.0000,-196.0000
41.9,179.0000,-196.0000
42.0,180.0000,-196.0000
42.1,180.0000,-196.0000
42.2,179.0000,-196.0000
42.3,180.0000,-196.0000
42.4,180.0000,-196.0000
42.5,180.0000,-196.0000
42.6,179.0000,-196.0000
42.7,179.0000,-196.0000
42.8,180.0000,-196.0000
42.9,179.0000,-196.0000
43.0,180.0000,-196.0000
43.1,179.0000,-196.0000
43.2,180.0000,-196.0000
43.3,179.0000,-196.0000
43.4,180.0000,-196.0000
43.5,179.0000,-196.0000
43.6,179.0000,-196.0000
43.7,179.0000,-196.0000
43.8,179.0000,-196.0000
43.9,179.0000,-196.0000
44.0,180.0000,-196.0000
44.1,180.0000,-196.0000
44.2,180.0000,-196.0000
44.3,179.0000,-196.0000
44.4,181.0000,-196.0000
44.5,180.0000,-196.0000
44.6,180.0000,-196.0000
44.7,180.0000,-196.0000
44.8,179.0000,-196.0000
44.9,180.0000,-196.0000
45.0,180.0000,-196.0000
45.1,180.0000,-195.0000
45.2,179.0000,-195.0000
45.3,179.0000,-195.0000
45.4,179.0000,-195.0000
45.5,179.0000,-195.0000
45.6,180.0000,-195.0000
45.7,180.0000,-195.0000
45.8,180.0000,-195.0000
45.9,180.0000,-195.0000
46.0,180.0000,-195.0000
46.1,180.0000,-195.0000
46.2,179.0000,-195.0000
46.3,179.0000,-195.0000
46.4,180.0000,-195.0000
46.5,180.0000,-195.0000
46.6,178.0000,-195.0000
46.7,180.0000,-195.0000
46.8,180.0000,-195.0000
46.9,179.0000,-195.0000
47.0,180.0000,-195.0000
47.1,179.0000,-195.0000
47.2,180.0000,-195.0000
47.3,180.0000,-195.0000
47.4,179.0000,-195.0000
47.5,178.0000,-195.0000
47.6,179.0000,-195.0000
47.7,180.0000,-195.0000
47.8,180.0000,-195.0000
47.9,180.0000,-195.0000
48.0,179.0000,-195.0000
48.1,180.0000,-195.0000
48.2,180.0000,-195.0000
48.3,180.0000,-195.0000
48.4,180.0000,-195.0000
48.5,180.0000,-195.0000
48.6,179.0000,-195.0000
48.7,179.0000,-195.0000
48.8,180.0000,-195.0000
48.9,180.0000,-195.0000
49.0,180.0000,-195.0000
49.1,180.0000,-195.0000
49.2,180.0000,-195.0000
49.3,179.0000,-195.0000
49.4,180.0000,-195.0000
49.5,180.0000,-195.0000
49.6,180.0000,-195.0000
49.7,180.0000,-195.0000
49.8,179.0000,-195.0000
49.9,180.0000,-195.0000
50.0,180.0000,-195.0000
50.1,180.0000,-195.0000
50.2,179.0000,-195.0000
50.3,179.0000,-195.0000
50.4,179.0000,-195.0000
50.5,180.0000,-195.0000
50.6,179.0000,-195.0000
50.7,180.0000,-195.0000
50.8,180.0000,-195.0000
50.9,179.0000,-195.0000
51.0,180.0000,-195.0000
51.1,179.0000,-195.0000
51.2,180.0000,-195.0000
51.3,180.0000,-195.0000
51.4,180.0000,-195.0000
51.5,179.0000,-195.0000
51.6,179.0000,-195.0000
51.7,180.0000,-195.0000
51.8,179.0000,-195.0000
51.9,179.0000,-195.0000
52.0,180.0000,-195.0000
52.1,180.0000,-195.0000
52.2,180.0000,-195.0000
52.3,179.0000,-195.0000
52.4,180.0000,-195.0000
52.5,180.0000,-195.0000
52.6,179.0000,-195.0000
52.7,179.0000,-195.0000
52.8,180.0000,-195.0000
52.9,180.0000,-195.0000
53.0,180.0000,-195.0000
53.1,180.0000,-196.0000
53.2,179.0000,-196.0000
53.3,180.0000,-196.0000
53.4,180.0000,-196.0000
53.5,180.0000,-196.0000
53.6,179.0000,-196.0000
53.7,180.0000,-196.0000
53.8,179.0000,-196.0000
53.9,179.0000,-196.0000
54.0,179.0000,-196.0000
54.1,180.0000,-196.0000
54.2,180.0000,-196.0000
54.3,179.0000,-196.0000
54.4,179.0000,-195.0000
54.5,179.0000,-195.0000
54.6,180.0000,-195.0000
54.8,180.0000,-196.0000
54.8,179.0000,-196.0000
54.9,180.0000,-196.0000
55.0,180.0000,-196.0000
55.1,179.0000,-196.0000
55.2,180.0000,-196.0000
55.3,180.0000,-196.0000
55.4,180.0000,-196.0000
55.5,180.0000,-196.0000
55.6,180.0000,-196.0000
55.7,179.0000,-196.0000
55.8,180.0000,-196.0000
55.9,180.0000,-196.0000
56.0,180.0000,-196.0000
56.1,179.0000,-196.0000
56.2,179.0000,-196.0000
56.3,180.0000,-196.0000
56.4,180.0000,-196.0000
56.5,179.0000,-196.0000
56.6,180.0000,-196.0000
56.7,180.0000,-196.0000
56.8,179.0000,-196.0000
56.9,180.0000,-196.0000
57.0,180.0000,-196.0000
57.1,180.0000,-196.0000
57.2,179.0000,-196.0000
57.3,180.0000,-196.0000
57.4,180.0000,-196.0000
57.5,180.0000,-196.0000
57.6,180.0000,-196.0000
57.7,179.0000,-196.0000
57.8,180.0000,-196.0000
57.9,179.0000,-196.0000
58.0,180.0000,-196.0000
58.1,179.0000,-196.0000
58.2,180.0000,-196.0000
58.3,180.0000,-196.0000
58.4,179.0000,-196.0000
58.5,179.0000,-196.0000
58.6,178.0000,-196.0000
58.7,180.0000,-196.0000
58.8,180.0000,-196.0000
58.9,178.0000,-196.0000
59.0,180.0000,-196.0000
59.1,180.0000,-196.0000
59.2,179.0000,-196.0000
59.3,180.0000,-196.0000
59.4,180.0000,-196.0000
59.5,180.0000,-196.0000
59.6,180.0000,-196.0000
59.7,180.0000,-196.0000
59.8,180.0000,-196.0000
59.9,180.0000,-196.0000
60.0,180.0000,-196.0000
60.1,180.0000,-196.0000
60.2,179.0000,-196.0000
60.3,179.0000,-196.0000
60.4,180.0000,-196.0000
60.5,180.0000,-196.0000
60.6,180.0000,-196.0000
60.7,180.0000,-196.0000
60.8,181.0000,-196.0000
61.0,180.0000,-196.0000
61.1,180.0000,-196.0000
61.2,180.0000,-196.0000
61.3,180.0000,-196.0000
61.3,180.0000,-196.0000
61.4,180.0000,-196.0000
61.5,180.0000,-196.0000
61.6,180.0000,-196.0000
61.7,180.0000,-196.0000
61.8,179.0000,-196.0000
61.9,179.0000,-196.0000
62.0,180.0000,-196.0000
62.1,179.0000,-196.0000
62.2,180.0000,-196.0000
62.3,179.0000,-195.0000
62.4,179.0000,-195.0000
62.5,180.0000,-195.0000
62.6,180.0000,-195.0000
62.7,180.0000,-195.0000
62.8,180.0000,-195.0000
62.9,180.0000,-195.0000
63.0,178.0000,-195.0000
63.1,179.0000,-195.0000
63.2,180.0000,-195.0000
63.3,180.0000,-195.0000
63.4,180.0000,-195.0000
63.5,180.0000,-195.0000
63.6,180.0000,-195.0000
63.7,179.0000,-195.0000
63.8,179.0000,-195.0000
63.9,179.0000,-195.0000
64.0,180.0000,-195.0000
64.1,180.0000,-195.0000
64.2,180.0000,-195.0000
64.3,179.0000,-195.0000
64.4,180.0000,-195.0000
64.5,180.0000,-195.0000
64.6,180.0000,-195.0000
64.7,180.0000,-195.0000
64.8,179.0000,-195.0000
64.9,179.0000,-195.0000
65.0,180.0000,-195.0000
65.1,179.0000,-195.0000
65.2,179.0000,-196.0000
65.3,180.0000,-196.0000
65.4,180.0000,-196.0000
65.5,179.0000,-196.0000
65.6,180.0000,-196.0000
65.7,180.0000,-196.0000
65.8,180.0000,-196.0000
65.9,180.0000,-196.0000
66.0,179.0000,-196.0000
66.1,180.0000,-196.0000
66.2,180.0000,-196.0000
66.3,179.0000,-196.0000
66.4,180.0000,-196.0000
66.5,180.0000,-196.0000
66.6,180.0000,-196.0000
66.7,180.0000,-196.0000
66.8,180.0000,-196.0000
66.9,179.0000,-196.0000
67.0,180.0000,-196.0000
67.1,180.0000,-196.0000
67.2,180.0000,-196.0000
67.3,181.0000,-196.0000
67.4,189.0000,-196.0000
67.5,208.0000,-190.0000
67.6,250.0000,-177.0000
67.7,256.0000,-157.0000
67.8,268.0000,-156.0000
67.9,284.0000,-149.0000
68.0,300.0000,-152.0000
68.1,303.0000,-149.0000
68.2,306.0000,-138.0000
68.3,300.0000,-135.0000
68.4,301.0000,-138.0000
68.5,294.0000,-138.0000
68.6,299.0000,-149.0000
68.7,286.0000,-147.0000
68.8,284.0000,-145.0000
68.9,289.0000,-146.0000
69.0,286.0000,-144.0000
69.1,282.0000,-143.0000
69.2,289.0000,-152.0000
69.3,300.0000,-151.0000
69.4,293.0000,-158.0000
69.5,284.0000,-154.0000
69.6,282.0000,-148.0000
69.7,291.0000,-140.0000
69.8,284.0000,-147.0000
69.9,281.0000,-150.0000
70.0,291.0000,-156.0000
70.1,287.0000,-157.0000
70.2,285.0000,-149.0000
70.3,286.0000,-156.0000
70.4,280.0000,-152.0000
70.5,272.0000,-153.0000
70.6,273.0000,-153.0000
70.7,270.0000,-147.0000
70.8,269.0000,-153.0000
70.9,259.0000,-157.0000
71.0,260.0000,-163.0000
71.1,276.0000,-163.0000
71.2,279.0000,-162.0000
71.3,283.0000,-159.0000
71.4,281.0000,-160.0000
71.5,278.0000,-152.0000
71.6,273.0000,-151.0000
71.7,265.0000,-151.0000
71.8,270.0000,-150.0000
71.9,271.0000,-144.0000
72.0,270.0000,-123.0000
72.1,278.0000,-124.0000
72.2,276.0000,-132.0000
72.3,284.0000,-134.0000
72.4,279.0000,-138.0000
72.5,277.0000,-127.0000
72.6,270.0000,-134.0000
72.7,262.0000,-135.0000
72.8,261.0000,-136.0000
72.9,252.0000,-140.0000
73.0,261.0000,-140.0000
73.1,277.0000,-146.0000
73.2,277.0000,-143.0000
73.3,281.0000,-148.0000
73.4,279.0000,-150.0000
73.5,279.0000,-154.0000
73.6,268.0000,-153.0000
73.7,262.0000,-154.0000
73.8,263.0000,-149.0000
73.9,263.0000,-148.0000
74.0,265.0000,-159.0000
74.1,261.0000,-167.0000
74.2,274.0000,-160.0000
74.3,280.0000,-168.0000
74.4,274.0000,-173.0000
74.5,273.0000,-171.0000
74.6,262.0000,-161.0000
74.7,268.0000,-160.0000
74.8,262.0000,-154.0000
74.9,252.0000,-148.0000
75.0,261.0000,-146.0000
75.1,252.0000,-144.0000
75.2,263.0000,-159.0000
75.3,266.0000,-154.0000
75.4,277.0000,-157.0000
75.5,277.0000,-146.0000
75.6,262.0000,-151.0000
75.7,266.0000,-156.0000
75.8,259.0000,-156.0000
75.9,264.0000,-155.0000
76.0,256.0000,-155.0000
76.1,266.0000,-156.0000
76.2,273.0000,-153.0000
76.3,269.0000,-165.0000
76.4,273.0000,-174.0000
76.5,272.0000,-176.0000
76.6,262.0000,-174.0000
76.7,261.0000,-176.0000
76.8,254.0000,-181.0000
76.9,253.0000,-193.0000
77.0,248.0000,-179.0000
77.1,243.0000,-176.0000
77.2,260.0000,-174.0000
77.3,264.0000,-178.0000
77.4,271.0000,-173.0000
77.5,272.0000,-180.0000
77.6,260.0000,-177.0000
77.7,250.0000,-176.0000
77.8,255.0000,-174.0000
77.9,257.0000,-170.0000
78.0,257.0000,-170.0000
78.1,256.0000,-171.0000
78.2,265.0000,-162.0000
78.3,264.0000,-160.0000
78.4,272.0000,-163.0000
78.5,267.0000,-159.0000
78.6,253.0000,-151.0000
78.7,252.0000,-162.0000
78.8,245.0000,-157.0000
78.9,258.0000,-155.0000
79.0,245.0000,-150.0000
79.1,249.0000,-157.0000
79.2,245.0000,-156.0000
79.3,251.0000,-153.0000
79.4,255.0000,-156.0000
79.5,259.0000,-159.0000
79.6,254.0000,-161.0000
79.7,255.0000,-162.0000
79.8,251.0000,-153.0000
79.9,250.0000,-161.0000
80.0,252.0000,-162.0000
80.1,249.0000,-161.0000
80.2,251.0000,-161.0000
80.3,246.0000,-159.0000
80.4,260.0000,-157.0000
80.5,266.0000,-159.0000
80.6,257.0000,-162.0000
80.7,257.0000,-172.0000
80.8,239.0000,-173.0000
80.9,237.0000,-163.0000
81.0,224.0000,-159.0000
81.1,214.0000,-158.0000
81.2,196.0000,-163.0000
81.3,208.0000,-161.0000
81.4,187.0000,-174.0000
81.5,192.0000,-170.0000
81.6,192.0000,-172.0000
81.7,195.0000,-168.0000
81.8,192.0000,-173.0000
81.9,188.0000,-173.0000
82.0,195.0000,-184.0000
82.1,196.0000,-172.0000
82.2,186.0000,-185.0000
82.3,192.0000,-190.0000
82.4,192.0000,-190.0000
82.5,192.0000,-190.0000
82.6,192.0000,-190.0000
82.7,192.0000,-190.0000
82.8,192.0000,-190.0000
82.9,192.0000,-190.0000
83.0,192.0000,-190.0000
83.1,192.0000,-190.0000
83.2,192.0000,-190.0000
83.3,192.0000,-190.0000
83.4,192.0000,-190.0000
83.5,192.0000,-190.0000
83.6,192.0000,-190.0000
83.7,192.0000,-190.0000
83.8,192.0000,-190.0000
83.9,192.0000,-190.0000
84.0,192.0000,-190.0000
84.1,192.0000,-190.0000
84.2,192.0000,-190.0000
84.3,192.0000,-190.0000
84.4,192.0000,-190.0000
84.5,192.0000,-190.0000
84.6,192.0000,-190.0000
84.7,192.0000,-190.0000
84.8,192.0000,-190.0000
84.9,192.0000,-190.0000
85.0,192.0000,-190.0000
85.1,192.0000,-190.0000
85.2,192.0000,-190.0000
85.3,192.0000,-190.0000
85.4,192.0000,-190.0000
85.5,192.0000,-190.0000
85.6,192.0000,-190.0000
85.7,192.0000,-190.0000
85.8,192.0000,-190.0000
85.9,192.0000,-190.0000
86.0,192.0000,-190.0000
86.1,192.0000,-190.0000
86.2,192.0000,-190.0000
86.3,192.0000,-190.0000
86.4,192.0000,-190.0000
86.5,192.0000,-190.0000
86.6,192.0000,-190.0000
86.7,192.0000,-190.0000
86.8,192.0000,-190.0000
86.9,192.0000,-190.0000
87.0,192.0000,-190.0000
87.1,192.0000,-190.0000
87.2,192.0000,-190.0000
87.3,192.0000,-190.0000
87.4,192.0000,-190.0000
87.5,192.0000,-190.0000
87.6,192.0000,-190.0000
87.7,192.0000,-190.0000
87.8,192.0000,-190.0000
87.9,192.0000,-190.0000
88.0,192.0000,-190.0000
88.1,192.0000,-190.0000
88.2,192.0000,-190.0000
88.3,192.0000,-190.0000
88.4,192.0000,-190.0000
88.5,192.0000,-190.0000
88.6,192.0000,-190.0000
88.7,192.0000,-190.0000
88.8,192.0000,-190.0000
88.9,192.0000,-190.0000
89.0,192.0000,-190.0000
89.1,192.0000,-190.0000
89.2,192.0000,-190.0000
89.3,192.0000,-190.0000
89.4,192.0000,-190.0000
89.5,192.0000,-190.0000
89.6,192.0000,-190.0000
89.7,192.0000,-190.0000
89.8,192.0000,-190.0000
89.9,192.0000,-190.0000
90.0,192.0000,-190.0000
90.1,192.0000,-190.0000
90.2,192.0000,-190.0000
90.3,192.0000,-190.0000
90.4,192.0000,-190.0000
90.5,192.0000,-190.0000
90.6,192.0000,-190.0000
90.7,192.0000,-190.0000
90.8,192.0000,-190.0000
90.9,192.0000,-190.0000
91.0,192.0000,-190.0000
91.1,192.0000,-190.0000
91.2,192.0000,-190.0000
91.3,192.0000,-190.0000
91.4,192.0000,-190.0000
91.5,192.0000,-190.0000
91.6,192.0000,-190.0000
91.7,192.0000,-190.0000
91.8,192.0000,-190.0000
91.9,192.0000,-190.0000
92.0,192.0000,-190.0000
92.1,192.0000,-190.0000
92.2,192.0000,-190.0000
92.3,192.0000,-190.0000
92.4,192.0000,-190.0000
92.5,192.0000,-190.0000
92.6,192.0000,-190.0000
92.7,192.0000,-190.0000
92.8,192.0000,-190.0000
92.9,192.0000,-190.0000
