Time(0.1s),J2_Torque(Nm),J3_Torque(Nm)
22.3,186.0000,-192.0000
22.4,187.0000,-192.0000
22.5,187.0000,-192.0000
22.6,186.0000,-192.0000
22.7,187.0000,-192.0000
22.8,187.0000,-192.0000
22.9,187.0000,-192.0000
23.0,187.0000,-192.0000
23.1,187.0000,-192.0000
23.2,187.0000,-192.0000
23.3,187.0000,-192.0000
23.4,187.0000,-192.0000
23.5,188.0000,-192.0000
23.6,188.0000,-192.0000
23.7,186.0000,-192.0000
23.8,187.0000,-192.0000
23.9,188.0000,-192.0000
24.0,187.0000,-192.0000
24.1,187.0000,-192.0000
24.2,188.0000,-192.0000
24.3,187.0000,-192.0000
24.4,187.0000,-192.0000
24.5,187.0000,-192.0000
24.6,187.0000,-192.0000
24.7,188.0000,-192.0000
24.8,187.0000,-192.0000
24.9,187.0000,-192.0000
25.0,187.0000,-192.0000
25.1,187.0000,-192.0000
25.2,187.0000,-192.0000
25.3,187.0000,-192.0000
25.4,187.0000,-192.0000
25.5,187.0000,-192.0000
25.6,188.0000,-192.0000
25.7,187.0000,-192.0000
25.8,187.0000,-192.0000
25.9,188.0000,-192.0000
26.0,187.0000,-192.0000
26.1,187.0000,-192.0000
26.2,187.0000,-192.0000
26.3,188.0000,-192.0000
26.4,188.0000,-192.0000
26.5,187.0000,-192.0000
26.6,188.0000,-192.0000
26.7,187.0000,-192.0000
26.8,187.0000,-192.0000
26.9,188.0000,-192.0000
27.0,187.0000,-192.0000
27.1,188.0000,-192.0000
27.2,187.0000,-192.0000
27.3,188.0000,-192.0000
27.4,187.0000,-192.0000
27.5,188.0000,-192.0000
27.6,188.0000,-192.0000
27.7,188.0000,-192.0000
27.8,187.0000,-192.0000
27.9,187.0000,-192.0000
28.0,188.0000,-192.0000
28.1,188.0000,-192.0000
28.2,187.0000,-192.0000
28.3,187.0000,-192.0000
28.4,187.0000,-192.0000
28.5,187.0000,-192.0000
28.6,187.0000,-192.0000
28.7,188.0000,-192.0000
28.8,188.0000,-192.0000
28.9,187.0000,-192.0000
29.0,187.0000,-192.0000
29.1,188.0000,-192.0000
29.2,188.0000,-192.0000
29.3,187.0000,-192.0000
29.4,187.0000,-192.0000
29.5,187.0000,-192.0000
29.6,188.0000,-192.0000
29.7,187.0000,-192.0000
29.8,187.0000,-192.0000
29.9,187.0000,-192.0000
30.0,188.0000,-192.0000
30.1,187.0000,-192.0000
30.2,188.0000,-192.0000
30.3,187.0000,-192.0000
30.4,188.0000,-192.0000
30.5,188.0000,-192.0000
30.6,188.0000,-192.0000
30.7,187.0000,-192.0000
30.8,188.0000,-192.0000
30.9,188.0000,-192.0000
31.0,187.0000,-192.0000
31.1,188.0000,-192.0000
31.2,188.0000,-192.0000
31.3,186.0000,-192.0000
31.4,187.0000,-192.0000
31.5,187.0000,-192.0000
31.6,188.0000,-192.0000
31.7,187.0000,-192.0000
31.8,187.0000,-192.0000
31.9,187.0000,-192.0000
32.0,188.0000,-192.0000
32.1,188.0000,-192.0000
32.2,188.0000,-192.0000
32.3,187.0000,-192.0000
32.4,187.0000,-192.0000
32.5,188.0000,-192.0000
32.6,188.0000,-192.0000
32.7,188.0000,-192.0000
32.8,187.0000,-192.0000
32.9,188.0000,-192.0000
33.0,187.0000,-192.0000
33.1,188.0000,-192.0000
33.2,188.0000,-192.0000
33.3,188.0000,-192.0000
33.4,187.0000,-192.0000
33.5,188.0000,-192.0000
33.6,188.0000,-192.0000
33.7,188.0000,-192.0000
33.8,187.0000,-192.0000
33.9,188.0000,-192.0000
34.0,187.0000,-192.0000
34.1,188.0000,-192.0000
34.2,187.0000,-192.0000
34.3,187.0000,-192.0000
34.4,187.0000,-192.0000
34.5,187.0000,-192.0000
34.6,188.0000,-192.0000
34.7,188.0000,-193.0000
34.8,187.0000,-193.0000
34.9,187.0000,-193.0000
35.0,188.0000,-193.0000
35.1,187.0000,-193.0000
35.2,188.0000,-193.0000
35.3,188.0000,-193.0000
35.4,187.0000,-193.0000
35.5,187.0000,-193.0000
35.6,188.0000,-193.0000
35.7,187.0000,-193.0000
35.8,187.0000,-193.0000
35.9,187.0000,-193.0000
36.0,188.0000,-193.0000
36.1,187.0000,-193.0000
36.2,188.0000,-193.0000
36.3,187.0000,-193.0000
36.4,188.0000,-193.0000
36.5,188.0000,-193.0000
36.6,187.0000,-193.0000
36.7,188.0000,-193.0000
36.8,187.0000,-193.0000
36.9,187.0000,-193.0000
37.0,186.0000,-193.0000
37.1,187.0000,-193.0000
37.2,187.0000,-193.0000
37.3,188.0000,-193.0000
37.4,188.0000,-193.0000
37.5,188.0000,-193.0000
37.6,188.0000,-193.0000
37.7,187.0000,-193.0000
37.8,187.0000,-193.0000
37.9,187.0000,-193.0000
38.0,188.0000,-193.0000
38.1,187.0000,-193.0000
38.2,188.0000,-193.0000
38.3,187.0000,-193.0000
38.4,187.0000,-193.0000
38.5,188.0000,-193.0000
38.6,187.0000,-193.0000
38.7,187.0000,-193.0000
38.8,188.0000,-193.0000
38.9,187.0000,-193.0000
39.0,188.0000,-193.0000
39.1,187.0000,-193.0000
39.2,188.0000,-193.0000
39.3,187.0000,-193.0000
39.5,187.0000,-193.0000
39.5,188.0000,-193.0000
39.6,187.0000,-193.0000
39.7,187.0000,-193.0000
39.8,188.0000,-193.0000
40.0,187.0000,-193.0000
40.1,187.0000,-192.0000
40.1,188.0000,-192.0000
40.2,188.0000,-192.0000
40.3,188.0000,-192.0000
40.4,188.0000,-192.0000
40.5,188.0000,-192.0000
40.6,187.0000,-192.0000
40.7,187.0000,-192.0000
40.8,187.0000,-192.0000
40.9,188.0000,-192.0000
41.0,187.0000,-192.0000
41.1,188.0000,-192.0000
41.2,187.0000,-192.0000
41.3,188.0000,-192.0000
41.4,187.0000,-192.0000
41.6,187.0000,-192.0000
41.6,188.0000,-192.0000
41.7,187.0000,-192.0000
41.8,187.0000,-192.0000
41.9,187.0000,-192.0000
42.0,187.0000,-192.0000
42.1,187.0000,-192.0000
42.2,188.0000,-192.0000
42.3,187.0000,-192.0000
42.4,187.0000,-193.0000
42.5,186.0000,-193.0000
42.7,188.0000,-193.0000
42.7,187.0000,-193.0000
42.8,187.0000,-193.0000
42.9,188.0000,-193.0000
43.0,188.0000,-193.0000
43.1,187.0000,-193.0000
43.2,187.0000,-193.0000
43.3,187.0000,-193.0000
43.4,187.0000,-193.0000
43.5,187.0000,-193.0000
43.6,187.0000,-193.0000
43.7,187.0000,-193.0000
43.8,188.0000,-193.0000
43.9,188.0000,-193.0000
44.0,187.0000,-193.0000
44.1,188.0000,-193.0000
44.2,188.0000,-193.0000
44.3,188.0000,-193.0000
44.4,188.0000,-193.0000
44.6,188.0000,-193.0000
44.6,188.0000,-193.0000
44.7,188.0000,-193.0000
44.8,188.0000,-193.0000
44.9,188.0000,-193.0000
45.0,188.0000,-193.0000
45.1,188.0000,-193.0000
45.2,188.0000,-193.0000
45.3,186.0000,-193.0000
45.5,188.0000,-193.0000
45.5,187.0000,-193.0000
45.7,187.0000,-193.0000
45.7,187.0000,-193.0000
45.8,188.0000,-193.0000
46.0,187.0000,-193.0000
46.0,188.0000,-193.0000
46.4,188.0000,-193.0000
46.4,188.0000,-193.0000
46.4,187.0000,-193.0000
46.4,187.0000,-193.0000
46.6,188.0000,-193.0000
46.6,188.0000,-193.0000
46.7,188.0000,-193.0000
46.8,188.0000,-193.0000
46.9,187.0000,-193.0000
47.1,188.0000,-193.0000
47.1,188.0000,-193.0000
47.2,188.0000,-193.0000
47.3,187.0000,-193.0000
47.4,188.0000,-193.0000
47.5,188.0000,-193.0000
47.6,187.0000,-192.0000
47.7,188.0000,-192.0000
47.8,187.0000,-192.0000
47.9,187.0000,-192.0000
48.0,187.0000,-192.0000
48.1,187.0000,-192.0000
48.2,188.0000,-193.0000
48.3,188.0000,-193.0000
48.4,187.0000,-193.0000
48.5,187.0000,-193.0000
48.6,187.0000,-193.0000
48.7,187.0000,-193.0000
48.8,188.0000,-193.0000
48.9,187.0000,-193.0000
49.0,187.0000,-193.0000
49.1,187.0000,-193.0000
49.2,187.0000,-193.0000
49.3,187.0000,-193.0000
49.4,187.0000,-193.0000
49.5,188.0000,-193.0000
49.6,188.0000,-193.0000
49.7,187.0000,-193.0000
49.8,188.0000,-193.0000
49.9,187.0000,-193.0000
50.0,187.0000,-193.0000
50.1,188.0000,-193.0000
50.2,188.0000,-193.0000
50.3,187.0000,-193.0000
50.4,187.0000,-193.0000
50.5,188.0000,-193.0000
50.6,187.0000,-193.0000
50.7,188.0000,-193.0000
50.8,187.0000,-193.0000
50.9,187.0000,-193.0000
51.0,187.0000,-193.0000
51.1,188.0000,-193.0000
51.2,188.0000,-193.0000
51.3,188.0000,-193.0000
51.4,187.0000,-193.0000
51.5,187.0000,-193.0000
51.6,188.0000,-193.0000
51.7,188.0000,-193.0000
51.8,188.0000,-193.0000
51.9,187.0000,-193.0000
52.0,188.0000,-193.0000
52.1,187.0000,-193.0000
52.2,188.0000,-193.0000
52.3,188.0000,-193.0000
52.4,188.0000,-193.0000
52.5,187.0000,-193.0000
52.6,187.0000,-193.0000
52.7,188.0000,-193.0000
52.8,186.0000,-193.0000
52.9,188.0000,-193.0000
53.0,188.0000,-193.0000
53.1,187.0000,-193.0000
53.2,188.0000,-193.0000
53.3,187.0000,-193.0000
53.4,188.0000,-193.0000
53.5,188.0000,-193.0000
53.6,187.0000,-193.0000
53.7,188.0000,-193.0000
53.8,187.0000,-193.0000
53.9,188.0000,-193.0000
54.0,187.0000,-192.0000
54.1,188.0000,-192.0000
54.2,187.0000,-192.0000
54.4,187.0000,-192.0000
54.4,187.0000,-192.0000
54.5,188.0000,-192.0000
54.6,187.0000,-192.0000
54.7,187.0000,-192.0000
54.9,187.0000,-193.0000
55.1,187.0000,-193.0000
55.1,187.0000,-193.0000
55.1,188.0000,-193.0000
55.3,188.0000,-193.0000
55.3,188.0000,-193.0000
55.4,187.0000,-193.0000
55.5,187.0000,-193.0000
55.6,188.0000,-193.0000
55.7,187.0000,-193.0000
55.8,188.0000,-193.0000
55.9,187.0000,-193.0000
56.0,187.0000,-193.0000
56.1,188.0000,-193.0000
56.2,188.0000,-193.0000
56.3,187.0000,-193.0000
56.4,188.0000,-193.0000
56.5,187.0000,-193.0000
56.6,188.0000,-193.0000
56.7,187.0000,-193.0000
56.8,188.0000,-193.0000
56.9,188.0000,-193.0000
57.0,187.0000,-193.0000
57.1,188.0000,-193.0000
57.2,188.0000,-193.0000
57.3,188.0000,-193.0000
57.4,188.0000,-193.0000
57.5,188.0000,-193.0000
57.6,187.0000,-193.0000
57.8,188.0000,-193.0000
57.8,187.0000,-193.0000
57.9,187.0000,-193.0000
58.0,187.0000,-193.0000
58.1,187.0000,-193.0000
58.2,187.0000,-193.0000
58.3,188.0000,-193.0000
58.4,187.0000,-193.0000
58.5,188.0000,-193.0000
58.6,188.0000,-193.0000
58.7,188.0000,-192.0000
58.8,187.0000,-193.0000
58.9,188.0000,-193.0000
59.0,187.0000,-193.0000
59.1,188.0000,-193.0000
59.2,188.0000,-193.0000
59.3,188.0000,-193.0000
59.4,188.0000,-193.0000
59.5,188.0000,-193.0000
59.6,188.0000,-193.0000
59.7,188.0000,-193.0000
59.8,187.0000,-193.0000
59.9,187.0000,-193.0000
60.0,188.0000,-193.0000
60.1,188.0000,-193.0000
60.2,188.0000,-193.0000
60.3,188.0000,-193.0000
60.4,188.0000,-193.0000
60.5,187.0000,-193.0000
60.6,188.0000,-193.0000
60.7,187.0000,-193.0000
60.8,187.0000,-193.0000
60.9,188.0000,-193.0000
61.0,188.0000,-193.0000
61.1,188.0000,-193.0000
61.2,188.0000,-193.0000
61.3,187.0000,-193.0000
61.4,187.0000,-193.0000
61.5,188.0000,-193.0000
61.6,187.0000,-193.0000
61.7,187.0000,-193.0000
61.8,188.0000,-193.0000
61.9,188.0000,-193.0000
62.0,187.0000,-193.0000
62.1,187.0000,-193.0000
62.2,187.0000,-193.0000
62.3,188.0000,-193.0000
62.4,188.0000,-193.0000
62.5,188.0000,-193.0000
62.6,187.0000,-193.0000
62.7,188.0000,-193.0000
62.8,188.0000,-193.0000
62.9,187.0000,-193.0000
63.0,188.0000,-193.0000
63.1,188.0000,-193.0000
63.2,187.0000,-193.0000
63.3,188.0000,-193.0000
63.4,187.0000,-193.0000
63.5,187.0000,-193.0000
63.6,187.0000,-193.0000
63.7,187.0000,-193.0000
63.8,187.0000,-193.0000
63.9,187.0000,-193.0000
64.0,187.0000,-193.0000
64.1,187.0000,-193.0000
64.2,187.0000,-193.0000
64.3,187.0000,-193.0000
64.4,187.0000,-193.0000
64.5,187.0000,-193.0000
64.6,187.0000,-193.0000
64.7,187.0000,-193.0000
64.8,187.0000,-193.0000
64.9,187.0000,-193.0000
65.0,187.0000,-193.0000
65.1,187.0000,-193.0000
65.2,187.0000,-193.0000
65.3,187.0000,-193.0000
65.4,187.0000,-193.0000
65.5,187.0000,-193.0000
65.6,187.0000,-193.0000
65.7,222.2299,270.0004
65.8,222.2299,270.0004
65.9,188.0000,-193.0000
66.0,188.0000,-193.0000
66.1,188.0000,-193.0000
66.2,188.0000,-193.0000
66.3,187.0000,-193.0000
66.4,187.0000,-193.0000
66.5,187.0000,-193.0000
66.6,188.0000,-193.0000
66.7,188.0000,-193.0000
66.8,187.0000,-193.0000
66.9,188.0000,-193.0000
67.0,188.0000,-193.0000
67.1,187.0000,-193.0000
67.2,188.0000,-193.0000
67.3,188.0000,-193.0000
67.4,187.0000,-193.0000
67.5,188.0000,-192.0000
67.6,188.0000,-192.0000
67.7,187.0000,-192.0000
67.8,187.0000,-192.0000
67.9,188.0000,-192.0000
68.0,188.0000,-192.0000
68.1,188.0000,-192.0000
68.2,188.0000,-192.0000
68.3,188.0000,-192.0000
68.4,187.0000,-192.0000
68.5,188.0000,-192.0000
68.6,187.0000,-192.0000
68.7,188.0000,-192.0000
68.8,187.0000,-192.0000
68.9,186.0000,-192.0000
69.0,187.0000,-192.0000
69.1,188.0000,-192.0000
69.2,187.0000,-192.0000
69.3,187.0000,-192.0000
69.4,188.0000,-192.0000
69.5,187.0000,-192.0000
69.6,188.0000,-192.0000
69.7,188.0000,-192.0000
69.8,188.0000,-192.0000
69.9,188.0000,-192.0000
70.0,187.0000,-192.0000
70.1,188.0000,-192.0000
70.2,188.0000,-192.0000
70.3,187.0000,-192.0000
70.4,187.0000,-192.0000
70.5,187.0000,-192.0000
70.6,187.0000,-192.0000
70.7,188.0000,-192.0000
70.8,187.0000,-192.0000
70.9,188.0000,-192.0000
71.0,188.0000,-192.0000
71.1,188.0000,-192.0000
71.2,187.0000,-192.0000
71.3,186.0000,-192.0000
71.4,187.0000,-192.0000
71.5,187.0000,-192.0000
71.6,187.0000,-192.0000
71.7,188.0000,-192.0000
71.8,187.0000,-192.0000
71.9,187.0000,-192.0000
72.0,188.0000,-192.0000
72.1,188.0000,-192.0000
72.2,187.0000,-192.0000
72.3,188.0000,-192.0000
72.4,188.0000,-192.0000
72.5,186.0000,-192.0000
72.6,188.0000,-192.0000
72.7,188.0000,-192.0000
72.8,188.0000,-192.0000
72.9,187.0000,-192.0000
73.0,188.0000,-192.0000
73.1,188.0000,-192.0000
73.2,187.0000,-192.0000
73.3,187.0000,-192.0000
73.4,186.0000,-192.0000
73.5,187.0000,-192.0000
73.6,188.0000,-192.0000
73.7,188.0000,-192.0000
73.8,187.0000,-192.0000
73.9,187.0000,-192.0000
74.0,188.0000,-192.0000
74.1,187.0000,-192.0000
74.2,188.0000,-192.0000
74.3,188.0000,-193.0000
74.4,187.0000,-193.0000
74.5,187.0000,-193.0000
74.6,188.0000,-193.0000
74.7,187.0000,-193.0000
74.8,187.0000,-193.0000
74.9,188.0000,-192.0000
75.0,188.0000,-192.0000
75.1,187.0000,-192.0000
75.2,187.0000,-192.0000
75.3,188.0000,-192.0000
75.4,188.0000,-192.0000
75.5,186.0000,-192.0000
75.6,188.0000,-192.0000
75.7,187.0000,-192.0000
75.8,186.0000,-192.0000
75.9,187.0000,-192.0000
76.0,188.0000,-192.0000
76.1,187.0000,-192.0000
76.2,187.0000,-192.0000
76.3,188.0000,-192.0000
76.4,187.0000,-192.0000
76.5,188.0000,-192.0000
76.6,187.0000,-192.0000
76.7,187.0000,-192.0000
76.8,187.0000,-192.0000
76.9,187.0000,-192.0000
77.0,188.0000,-192.0000
77.1,187.0000,-192.0000
77.2,188.0000,-192.0000
77.3,188.0000,-192.0000
77.4,187.0000,-192.0000
77.5,187.0000,-192.0000
77.6,188.0000,-192.0000
77.7,187.0000,-192.0000
77.8,187.0000,-192.0000
77.9,188.0000,-192.0000
78.0,188.0000,-192.0000
78.1,186.0000,-192.0000
78.2,188.0000,-192.0000
78.3,187.0000,-192.0000
78.4,188.0000,-192.0000
78.5,187.0000,-192.0000
78.6,187.0000,-192.0000
78.7,187.0000,-192.0000
78.8,188.0000,-192.0000
78.9,188.0000,-192.0000
79.0,188.0000,-192.0000
79.1,187.0000,-192.0000
79.2,188.0000,-192.0000
79.3,187.0000,-192.0000
79.4,188.0000,-192.0000
79.5,188.0000,-192.0000
79.6,187.0000,-193.0000
79.7,187.0000,-193.0000
79.8,188.0000,-193.0000
79.9,187.0000,-193.0000
80.0,188.0000,-193.0000
80.1,187.0000,-193.0000
80.2,187.0000,-193.0000
80.3,188.0000,-193.0000
80.4,186.0000,-193.0000
80.5,187.0000,-193.0000
80.6,188.0000,-193.0000
80.7,187.0000,-193.0000
80.8,187.0000,-193.0000
80.9,187.0000,-193.0000
81.0,187.0000,-193.0000
81.1,188.0000,-193.0000
81.2,187.0000,-193.0000
81.3,188.0000,-193.0000
81.4,190.0000,-193.0000
81.5,208.0000,-190.0000
81.6,291.0000,-160.0000
81.7,264.0000,-159.0000
81.8,269.0000,-154.0000
81.9,283.0000,-153.0000
82.0,293.0000,-144.0000
82.1,313.0000,-145.0000
82.2,307.0000,-132.0000
82.3,301.0000,-132.0000
82.4,302.0000,-134.0000
82.5,299.0000,-137.0000
82.6,299.0000,-145.0000
82.7,277.0000,-150.0000
82.8,284.0000,-148.0000
82.9,274.0000,-154.0000
83.0,272.0000,-151.0000
83.1,267.0000,-148.0000
83.2,284.0000,-152.0000
83.3,287.0000,-162.0000
83.4,295.0000,-155.0000
83.5,295.0000,-151.0000
83.6,285.0000,-141.0000
83.7,287.0000,-145.0000
83.8,285.0000,-149.0000
83.9,286.0000,-148.0000
84.0,285.0000,-149.0000
84.1,271.0000,-146.0000
84.2,277.0000,-148.0000
84.3,282.0000,-152.0000
84.4,283.0000,-149.0000
84.5,270.0000,-150.0000
84.6,271.0000,-157.0000
84.7,264.0000,-153.0000
84.8,265.0000,-152.0000
84.9,259.0000,-150.0000
85.0,271.0000,-161.0000
85.1,264.0000,-169.0000
85.2,267.0000,-165.0000
85.3,282.0000,-155.0000
85.4,274.0000,-153.0000
85.5,277.0000,-145.0000
85.6,281.0000,-132.0000
85.7,270.0000,-142.0000
85.8,274.0000,-124.0000
85.9,262.0000,-135.0000
86.0,267.0000,-145.0000
86.1,267.0000,-141.0000
86.2,270.0000,-127.0000
86.3,284.0000,-135.0000
86.4,276.0000,-138.0000
86.5,279.0000,-142.0000
86.6,279.0000,-142.0000
86.7,277.0000,-144.0000
86.8,264.0000,-143.0000
86.9,259.0000,-145.0000
87.0,261.0000,-153.0000
87.1,253.0000,-146.0000
87.2,262.0000,-149.0000
87.3,275.0000,-164.0000
87.4,268.0000,-165.0000
87.5,285.0000,-162.0000
87.6,279.0000,-159.0000
87.7,273.0000,-158.0000
87.8,262.0000,-168.0000
87.9,273.0000,-166.0000
88.0,262.0000,-162.0000
88.1,263.0000,-148.0000
88.2,263.0000,-146.0000
88.3,259.0000,-132.0000
88.4,277.0000,-142.0000
88.5,269.0000,-147.0000
88.6,268.0000,-153.0000
88.7,269.0000,-150.0000
88.8,258.0000,-147.0000
88.9,261.0000,-152.0000
89.0,255.0000,-154.0000
89.1,249.0000,-155.0000
89.2,253.0000,-153.0000
89.3,249.0000,-151.0000
89.4,265.0000,-160.0000
89.5,259.0000,-165.0000
89.6,265.0000,-170.0000
89.7,273.0000,-170.0000
89.8,263.0000,-169.0000
89.9,259.0000,-178.0000
90.0,249.0000,-168.0000
90.1,257.0000,-175.0000
90.2,253.0000,-175.0000
90.3,259.0000,-171.0000
90.4,256.0000,-169.0000
90.5,263.0000,-170.0000
90.6,271.0000,-175.0000
90.7,265.0000,-173.0000
90.8,269.0000,-167.0000
90.9,259.0000,-166.0000
91.0,258.0000,-162.0000
91.1,258.0000,-161.0000
91.2,253.0000,-161.0000
91.3,250.0000,-159.0000
91.4,251.0000,-149.0000
91.5,249.0000,-149.0000
91.6,259.0000,-149.0000
91.7,266.0000,-157.0000
91.8,266.0000,-156.0000
91.9,263.0000,-154.0000
92.0,249.0000,-154.0000
92.1,253.0000,-155.0000
92.2,247.0000,-154.0000
92.3,246.0000,-154.0000
92.4,251.0000,-157.0000
92.5,254.0000,-156.0000
92.6,266.0000,-157.0000
92.7,261.0000,-157.0000
92.8,266.0000,-161.0000
92.9,262.0000,-161.0000
