Time(0.1s),J2_Torque(Nm),J3_Torque(Nm)
70.4,201.0000,-203.0000
70.5,201.0000,-203.0000
70.5,201.0000,-203.0000
70.6,201.0000,-203.0000
70.8,201.0000,-203.0000
70.9,201.0000,-204.0000
71.0,201.0000,-204.0000
71.1,201.0000,-204.0000
71.2,201.0000,-204.0000
71.3,201.0000,-204.0000
71.4,201.0000,-204.0000
71.4,201.0000,-204.0000
71.6,201.0000,-204.0000
71.7,201.0000,-203.0000
71.8,201.0000,-203.0000
71.9,201.0000,-203.0000
72.0,201.0000,-203.0000
72.1,201.0000,-203.0000
72.2,201.0000,-203.0000
72.3,201.0000,-203.0000
72.4,201.0000,-203.0000
72.5,201.0000,-203.0000
72.6,201.0000,-203.0000
72.7,201.0000,-203.0000
72.8,201.0000,-203.0000
72.9,201.0000,-203.0000
73.0,201.0000,-203.0000
73.0,201.0000,-203.0000
73.2,201.0000,-203.0000
73.3,201.0000,-203.0000
73.4,201.0000,-203.0000
73.5,201.0000,-203.0000
73.6,201.0000,-203.0000
73.7,201.0000,-203.0000
73.8,201.0000,-203.0000
73.8,201.0000,-203.0000
74.0,201.0000,-203.0000
74.1,201.0000,-203.0000
74.2,201.0000,-203.0000
74.2,201.0000,-203.0000
74.4,201.0000,-203.0000
74.5,201.0000,-203.0000
74.6,201.0000,-203.0000
74.7,201.0000,-203.0000
74.8,201.0000,-203.0000
74.9,201.0000,-203.0000
75.0,201.0000,-203.0000
75.1,201.0000,-203.0000
75.2,201.0000,-203.0000
75.3,201.0000,-203.0000
75.4,201.0000,-203.0000
75.5,201.0000,-203.0000
75.6,201.0000,-204.0000
75.7,201.0000,-204.0000
75.8,201.0000,-204.0000
75.9,201.0000,-203.0000
76.0,201.0000,-203.0000
76.1,201.0000,-203.0000
76.2,206.0000,-203.0000
76.3,211.0000,-190.0000
76.4,235.0000,-170.0000
76.5,265.0000,-163.0000
76.6,310.0000,-141.0000
76.7,287.0000,-133.0000
76.8,303.0000,-127.0000
76.9,299.0000,-116.0000
77.0,305.0000,-115.0000
77.1,311.0000,-112.0000
77.2,311.0000,-114.0000
77.3,317.0000,-109.0000
77.4,317.0000,-97.0000
77.5,318.0000,-114.0000
77.6,327.0000,-129.0000
77.7,320.0000,-124.0000
77.8,328.0000,-134.0000
77.9,327.0000,-137.0000
78.0,335.0000,-142.0000
78.1,329.0000,-162.0000
78.2,331.0000,-162.0000
78.3,326.0000,-161.0000
78.4,319.0000,-156.0000
78.5,315.0000,-154.0000
78.6,319.0000,-151.0000
78.7,314.0000,-149.0000
78.8,316.0000,-157.0000
78.9,312.0000,-140.0000
79.0,321.0000,-135.0000
79.1,317.0000,-138.0000
79.2,317.0000,-124.0000
79.3,317.0000,-131.0000
79.4,315.0000,-132.0000
79.5,315.0000,-131.0000
79.6,318.0000,-143.0000
79.7,317.0000,-160.0000
79.8,319.0000,-149.0000
79.9,322.0000,-142.0000
80.0,320.0000,-147.0000
80.1,305.0000,-157.0000
80.2,301.0000,-163.0000
80.3,301.0000,-163.0000
80.4,298.0000,-153.0000
80.5,298.0000,-141.0000
80.6,309.0000,-157.0000
80.6,307.0000,-143.0000
80.8,310.0000,-135.0000
80.9,315.0000,-129.0000
81.0,300.0000,-140.0000
81.0,321.0000,-121.0000
81.2,310.0000,-132.0000
81.3,322.0000,-135.0000
81.3,322.0000,-126.0000
81.5,306.0000,-132.0000
81.5,311.0000,-146.0000
81.7,301.0000,-152.0000
81.8,299.0000,-150.0000
81.9,306.0000,-162.0000
82.0,302.0000,-151.0000
82.0,296.0000,-140.0000
82.1,299.0000,-153.0000
82.2,307.0000,-147.0000
82.3,311.0000,-140.0000
82.4,301.0000,-143.0000
82.5,305.0000,-139.0000
82.6,321.0000,-121.0000
82.7,324.0000,-118.0000
82.8,312.0000,-116.0000
82.9,314.0000,-124.0000
83.0,298.0000,-146.0000
83.1,298.0000,-138.0000
83.2,298.0000,-141.0000
83.4,287.0000,-127.0000
83.4,293.0000,-143.0000
83.6,287.0000,-137.0000
83.7,293.0000,-151.0000
83.7,291.0000,-157.0000
83.9,288.0000,-154.0000
83.9,293.0000,-149.0000
84.0,301.0000,-142.0000
84.2,302.0000,-127.0000
84.2,305.0000,-132.0000
84.3,302.0000,-136.0000
84.5,303.0000,-128.0000
84.6,309.0000,-138.0000
84.6,301.0000,-127.0000
84.8,291.0000,-109.0000
84.8,300.0000,-137.0000
84.9,286.0000,-120.0000
85.1,287.0000,-145.0000
85.2,281.0000,-154.0000
85.3,285.0000,-148.0000
85.4,289.0000,-141.0000
85.5,281.0000,-140.0000
85.6,300.0000,-137.0000
85.7,290.0000,-140.0000
85.8,297.0000,-145.0000
85.9,303.0000,-138.0000
86.0,303.0000,-144.0000
86.1,303.0000,-138.0000
86.2,307.0000,-126.0000
86.3,298.0000,-124.0000
86.4,298.0000,-112.0000
86.5,297.0000,-116.0000
86.6,279.0000,-133.0000
86.7,278.0000,-135.0000
86.8,273.0000,-138.0000
86.9,273.0000,-144.0000
87.0,276.0000,-127.0000
87.1,285.0000,-147.0000
87.2,283.0000,-134.0000
87.3,285.0000,-147.0000
87.4,282.0000,-156.0000
87.5,289.0000,-147.0000
87.6,295.0000,-140.0000
87.7,297.0000,-140.0000
87.8,308.0000,-119.0000
87.9,307.0000,-134.0000
88.0,290.0000,-132.0000
88.1,291.0000,-126.0000
88.2,282.0000,-129.0000
88.3,277.0000,-121.0000
88.3,281.0000,-107.0000
88.5,268.0000,-123.0000
88.6,269.0000,-129.0000
88.7,273.0000,-116.0000
88.8,275.0000,-133.0000
88.9,281.0000,-143.0000
89.0,277.0000,-137.0000
89.1,282.0000,-143.0000
89.2,292.0000,-135.0000
89.3,294.0000,-132.0000
89.4,295.0000,-141.0000
89.5,297.0000,-138.0000
89.6,285.0000,-139.0000
89.7,285.0000,-138.0000
89.8,289.0000,-124.0000
89.9,273.0000,-111.0000
90.0,278.0000,-103.0000
90.1,269.0000,-109.0000
90.1,265.0000,-121.0000
90.3,267.0000,-117.0000
90.4,268.0000,-118.0000
90.4,263.0000,-128.0000
90.6,275.0000,-133.0000
90.7,278.0000,-123.0000
90.8,280.0000,-134.0000
90.9,287.0000,-137.0000
91.0,275.0000,-127.0000
91.1,281.0000,-143.0000
91.2,284.0000,-134.0000
91.3,282.0000,-136.0000
91.4,282.0000,-135.0000
91.5,281.0000,-120.0000
91.6,273.0000,-118.0000
91.7,265.0000,-131.0000
91.8,257.0000,-112.0000
91.9,259.0000,-123.0000
92.0,265.0000,-113.0000
92.1,269.0000,-94.0000
92.2,268.0000,-112.0000
92.2,275.0000,-121.0000
92.4,273.0000,-128.0000
92.5,280.0000,-142.0000
92.5,282.0000,-134.0000
92.7,271.0000,-124.0000
92.8,277.0000,-135.0000
92.9,281.0000,-118.0000
